name,reviews,stars
Keith Stanley customer,Great company because I got the money when I needed it with no hassle. Great payment plan!,5
Sarah,So expensive! Glad to be done!,4
customer,"I have worked with Spotloan 3 times and have always been satisfied with the service.Agents have been friendly, knowledgeable & helpful.Thank you,Beth Johnson",5
Frank,Excellent Customer Service and wonderful payment options and the ability to pay the loan off early with no penalty!,5
Lisa,"Interest was to high, but no problem getting the funds in a timely manner.",5
customer,Customer service was very quick to reply. Was very helpful with any questions that I had with my loan.,1
Mary maise,Best help I've received and will continue to be a returning customer!,5
customer,wonderful short term loan option if you are in a pinch,5
customer,I can't believe that a company would charge so much interest rate you are taking advantage of people in need you are to be ashamed of yourself,3
Harry Paquette,Thank you if need another loan you will be first choice interst rates a little high,5
Dora Abel,This program has helped me out of a bind but just wished the interest was Lower.,5
Carol,I used spot load to pay some bills off this is the second time I have used them only because they were supposed to give me a a better deal than paying 2200 dollars back on a 600 dollars loan and all they done was knock off 100 dollars now instead of paying 2200 dollars back I have to pay 2100 dollars back,5
Marguerite Mahoney,I asked for a loan and I was turned down after paying 2 off.,5
customer,I have been a Spotloan customer for quite a while. Service is always good.Yes,4
Sandra ,"I've been with Spot loan for many years, I've trust them and they were my go to when I need emergency loan we developed each other's trust and they are considering company. I recommend spotloan to everybody they are trustworthy & honest thats why I'm always a repeat customer for 8yrs.",4
customer,"Wonderful,!!!",1
Sarah,Spot loan helped me out when noone else would I was in a spot when i needed money for a funeral for out of town it was weeks until payday I tried spot loan and was approved and every time I need money they're there for me.,5
Kim Jenkins,I have taken out two loans with this company. They are great as long as you don't mind the high interest charges,5
Pat,Thank you for being there when I needed help with my daughters wedding. The last minute cash helped out so much.,5
JWool,"Perfect, it helped alot.",5
customer,I think you have a great service I know my interest rate come down from the last time but it is kind of high and sometimes hard,1
Richard,Spotloan is there when you need them and the customer service experience is great! Thank you Spotloan!,5
Timothy,I am thankful that I have a financial partner with spot loan.,5
customer,I Thank  spotloan  for approved  my loan  at the time I really needed a loan  😅 I will recommend my family  and friends  and I pay my loan off  in the future I will apply again with spotloan. 🥰,5
"Monroe-Chandler,AZ",Their each time I need the extra’s. Thank you.,2
customer,you have helped me so much and i appreciate your service and thank you,5
heidi,I received my deposit promptly and was pleased at the professionalism that was executed in the thoroughness of my request. Keep up the outstanding work you do for your customers!,5
Yelena,Spotloan was great in my time of need. They were honest and always gave a reminder when I knew I would have forgotten. No fine lines or making me feel unsure about te proces! I would recommend Spotloan to anybody! Thank you.,5
Margaret,The service was great. I had an emergency and it came on time...,5
customer,"While I do admire the efficiency of ""Spotloan"" and their great customer service, I do find myself questioning their integrity when it comes to their rates. And yes I understand that the main goal of any business is to make money, but it should not be done at the expense of people's misery. What I mean is that people come to you as a last resort. They have exhausted all of their possibilities and you are their only hope. And for you to take advantage of venerable people in their time of need, is just plain wrong.  That $300 dollar loan should not have left my account negative $168.00 dollars, but hey I digress, the almighty dollar will be the fall of us all. I would get another loan, but I just can't afford it.",5
